"Predicted Ground Water Level"
"7.05"
"7.4"
"7.68"
"8.2"
"8.7"
"8.64"
"9.06"
"8.95"
"9.06"
"9.36"
"9.54"
"8.72"
"9.1"
"9.64"
"9.3"
"8.9"
"8.45"
"8.1"
"8.04"
"8.14"
"8.13"
"8.36"
"8.7"
"9.7"
"10.06"
"10.7"
"9.2"
"7.8"
"7.04"
"7.1"
"8.0"
"7.2"
"6.75"
"6.14"
"6.38"
"6.6"
"6.35"
"6.06"
"5.98"
"5.85"
"6.96"
"5.74"
"5.69"
"5.9"
"5.99"
"6.04"
"6.15"
"6.16"
"6.2"
"6.35"
"6.3"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
"0.0"
